#,Date Time,Measurement,Unit
1,2026-08-03 11:52:56.079 AM,17.985021,VDC
2,2026-08-03 11:52:56.527 AM,17.977349,VDC
3,2026-08-03 11:52:56.974 AM,17.969912,VDC
4,2026-08-03 11:52:57.424 AM,17.561064,VDC
5,2026-08-03 11:52:57.887 AM,18.156974,VDC
6,2026-08-03 11:52:58.334 AM,18.201725,VDC
7,2026-08-03 11:52:58.782 AM,18.203102,VDC
8,2026-08-03 11:52:59.215 AM,18.190745,VDC
9,2026-08-03 11:52:59.676 AM,18.173694,VDC
10,2026-08-03 11:53:00.123 AM,18.156056,VDC
11,2026-08-03 11:53:00.566 AM,18.138621,VDC
12,2026-08-03 11:53:01.017 AM,18.120887,VDC
13,2026-08-03 11:53:01.453 AM,17.612633,VDC
14,2026-08-03 11:53:01.913 AM,12.917468,VDC
15,2026-08-03 11:53:02.362 AM,13.695777,VDC
16,2026-08-03 11:53:02.807 AM,14.180072,VDC
17,2026-08-03 11:53:03.241 AM,14.431402,VDC
18,2026-08-03 11:53:03.690 AM,14.500791,VDC
19,2026-08-03 11:53:04.153 AM,14.482352,VDC
20,2026-08-03 11:53:04.586 AM,14.36102,VDC
21,2026-08-03 11:53:05.034 AM,14.272691,VDC
22,2026-08-03 11:53:05.497 AM,14.289198,VDC
23,2026-08-03 11:53:05.945 AM,14.264475,VDC
24,2026-08-03 11:53:06.392 AM,14.321369,VDC
25,2026-08-03 11:53:06.825 AM,14.339156,VDC
26,2026-08-03 11:53:07.290 AM,14.414425,VDC
27,2026-08-03 11:53:07.723 AM,17.16498,VDC
28,2026-08-03 11:53:08.173 AM,13.973985,VDC
29,2026-08-03 11:53:08.622 AM,14.55522,VDC
30,2026-08-03 11:53:09.085 AM,14.680641,VDC
31,2026-08-03 11:53:09.530 AM,14.794013,VDC
32,2026-08-03 11:53:09.977 AM,14.74001,VDC
33,2026-08-03 11:53:10.410 AM,17.813183,VDC
34,2026-08-03 11:53:10.859 AM,18.054506,VDC
35,2026-08-03 11:53:11.308 AM,18.110109,VDC
36,2026-08-03 11:53:11.769 AM,18.125549,VDC
37,2026-08-03 11:53:12.214 AM,18.124525,VDC
38,2026-08-03 11:53:12.646 AM,18.113385,VDC
39,2026-08-03 11:53:13.109 AM,18.107559,VDC
40,2026-08-03 11:53:13.542 AM,18.098553,VDC
41,2026-08-03 11:53:13.991 AM,18.086741,VDC
42,2026-08-03 11:53:14.438 AM,18.076146,VDC
43,2026-08-03 11:53:14.887 AM,18.065262,VDC
44,2026-08-03 11:53:15.336 AM,18.05154,VDC
45,2026-08-03 11:53:15.790 AM,18.038917,VDC
46,2026-08-03 11:53:16.233 AM,18.030914,VDC
47,2026-08-03 11:53:16.693 AM,18.018152,VDC
48,2026-08-03 11:53:17.130 AM,18.001112,VDC
49,2026-08-03 11:53:17.592 AM,17.989236,VDC
50,2026-08-03 11:53:18.038 AM,17.490991,VDC
51,2026-08-03 11:53:18.483 AM,18.125347,VDC
52,2026-08-03 11:53:18.930 AM,18.167335,VDC
53,2026-08-03 11:53:19.366 AM,18.159257,VDC
54,2026-08-03 11:53:19.829 AM,18.145226,VDC
55,2026-08-03 11:53:20.271 AM,18.128815,VDC
56,2026-08-03 11:53:20.716 AM,18.121697,VDC
57,2026-08-03 11:53:21.148 AM,18.100656,VDC
58,2026-08-03 11:53:21.608 AM,18.090284,VDC
59,2026-08-03 11:53:22.054 AM,18.077917,VDC
60,2026-08-03 11:53:22.498 AM,18.063309,VDC
61,2026-08-03 11:53:22.945 AM,18.051337,VDC
62,2026-08-03 11:53:23.378 AM,18.039472,VDC
63,2026-08-03 11:53:23.827 AM,18.027233,VDC
64,2026-08-03 11:53:24.290 AM,18.013415,VDC
65,2026-08-03 11:53:24.735 AM,18.001571,VDC
66,2026-08-03 11:53:25.178 AM,18.001379,VDC
67,2026-08-03 11:53:25.625 AM,17.992437,VDC
68,2026-08-03 11:53:26.072 AM,17.984808,VDC
69,2026-08-03 11:53:26.518 AM,17.974927,VDC
70,2026-08-03 11:53:26.965 AM,17.966956,VDC
71,2026-08-03 11:53:27.412 AM,17.963499,VDC
