#,Date Time,Measurement,Unit
1,2026-07-27 4:18:09.772 PM,17.350282,VDC
2,2026-07-27 4:18:10.219 PM,18.138653,VDC
3,2026-07-27 4:18:10.663 PM,18.189433,VDC
4,2026-07-27 4:18:11.107 PM,18.192303,VDC
5,2026-07-27 4:18:11.553 PM,18.181121,VDC
6,2026-07-27 4:18:11.998 PM,18.163824,VDC
7,2026-07-27 4:18:12.446 PM,18.146229,VDC
8,2026-07-27 4:18:12.892 PM,18.130543,VDC
9,2026-07-27 4:18:13.336 PM,18.115754,VDC
10,2026-07-27 4:18:13.782 PM,18.099919,VDC
11,2026-07-27 4:18:14.229 PM,13.423488,VDC
12,2026-07-27 4:18:14.673 PM,15.305379,VDC
13,2026-07-27 4:18:15.120 PM,15.362849,VDC
14,2026-07-27 4:18:15.567 PM,15.414825,VDC
15,2026-07-27 4:18:16.015 PM,15.492153,VDC
16,2026-07-27 4:18:16.458 PM,15.337016,VDC
17,2026-07-27 4:18:16.905 PM,15.304824,VDC
18,2026-07-27 4:18:17.352 PM,15.391222,VDC
19,2026-07-27 4:18:17.798 PM,15.455276,VDC
20,2026-07-27 4:18:18.244 PM,15.422731,VDC
21,2026-07-27 4:18:18.691 PM,15.513931,VDC
22,2026-07-27 4:18:19.136 PM,15.317778,VDC
23,2026-07-27 4:18:19.582 PM,15.239991,VDC
24,2026-07-27 4:18:20.125 PM,16.67585,VDC
25,2026-07-27 4:18:20.588 PM,15.009362,VDC
26,2026-07-27 4:18:21.019 PM,15.734715,VDC
27,2026-07-27 4:18:21.478 PM,16.539387,VDC
28,2026-07-27 4:18:21.925 PM,18.017117,VDC
29,2026-07-27 4:18:22.368 PM,18.128996,VDC
30,2026-07-27 4:18:22.814 PM,18.152716,VDC
31,2026-07-27 4:18:23.260 PM,18.155074,VDC
32,2026-07-27 4:18:23.705 PM,18.150443,VDC
33,2026-07-27 4:18:24.152 PM,18.141811,VDC
34,2026-07-27 4:18:24.595 PM,18.130522,VDC
35,2026-07-27 4:18:25.057 PM,18.116853,VDC
36,2026-07-27 4:18:25.504 PM,18.100282,VDC
37,2026-07-27 4:18:25.945 PM,18.089569,VDC
38,2026-07-27 4:18:26.389 PM,18.074727,VDC
39,2026-07-27 4:18:26.832 PM,18.061026,VDC
40,2026-07-27 4:18:27.276 PM,18.045789,VDC
41,2026-07-27 4:18:27.721 PM,18.027276,VDC
