#,Date Time,Measurement,Unit
1,2026-07-27 2:32:35.280 PM,0.000000053,VDC
2,2026-07-27 2:32:35.724 PM,0.000000309,VDC
3,2026-07-27 2:32:36.169 PM,0.000000288,VDC
4,2026-07-27 2:32:36.616 PM,0.000000288,VDC
5,2026-07-27 2:32:37.062 PM,0.000000011,VDC
6,2026-07-27 2:32:37.509 PM,0.000000202,VDC
7,2026-07-27 2:32:37.954 PM,0.000000053,VDC
8,2026-07-27 2:32:38.398 PM,0.000000543,VDC
9,2026-07-27 2:32:38.844 PM,0.00000114,VDC
10,2026-07-27 2:32:39.400 PM,-12.483441,VDC
11,2026-07-27 2:32:40.119 PM,-13.26242,VDC
12,2026-07-27 2:32:40.579 PM,-13.684668,VDC
13,2026-07-27 2:32:41.027 PM,-13.773434,VDC
14,2026-07-27 2:32:41.473 PM,-13.776006,VDC
15,2026-07-27 2:32:41.918 PM,-13.7533,VDC
16,2026-07-27 2:32:42.364 PM,-13.790795,VDC
17,2026-07-27 2:32:42.810 PM,-13.791627,VDC
18,2026-07-27 2:32:43.255 PM,-13.826466,VDC
19,2026-07-27 2:32:43.701 PM,-13.858018,VDC
20,2026-07-27 2:32:44.147 PM,-13.881429,VDC
21,2026-07-27 2:32:44.590 PM,-13.86361,VDC
22,2026-07-27 2:32:45.036 PM,-13.868443,VDC
23,2026-07-27 2:32:45.483 PM,-13.877758,VDC
24,2026-07-27 2:32:45.916 PM,-13.779399,VDC
25,2026-07-27 2:32:46.378 PM,-13.785289,VDC
26,2026-07-27 2:32:46.908 PM,-4.1514472,VDC
27,2026-07-27 2:32:47.435 PM,0.000361846,VDC
28,2026-07-27 2:32:47.890 PM,0.000001023,VDC
29,2026-07-27 2:32:48.334 PM,0.000001033,VDC
30,2026-07-27 2:32:48.781 PM,0.000001502,VDC
31,2026-07-27 2:32:49.228 PM,0.000001406,VDC
32,2026-07-27 2:32:49.675 PM,0.000001545,VDC
33,2026-07-27 2:32:50.109 PM,0.000001342,VDC
34,2026-07-27 2:32:50.566 PM,0.000001321,VDC
35,2026-07-27 2:32:51.029 PM,0.000001492,VDC
36,2026-07-27 2:32:51.474 PM,0.000001268,VDC
37,2026-07-27 2:32:51.919 PM,0.000001758,VDC
38,2026-07-27 2:32:52.366 PM,0.000001811,VDC
