#,Date Time,Measurement,Unit
1,2026-07-27 3:39:01.084 PM,0.000000692,VDC
2,2026-07-27 3:39:01.528 PM,0.000001278,VDC
3,2026-07-27 3:39:01.975 PM,0.000001151,VDC
4,2026-07-27 3:39:02.421 PM,0.000000991,VDC
5,2026-07-27 3:39:02.865 PM,0.000001257,VDC
6,2026-07-27 3:39:03.301 PM,0.000001321,VDC
7,2026-07-27 3:39:03.763 PM,0.000001076,VDC
8,2026-07-27 3:39:04.210 PM,0.000001119,VDC
9,2026-07-27 3:39:04.849 PM,-13.079028,VDC
10,2026-07-27 3:39:05.296 PM,-13.49593,VDC
11,2026-07-27 3:39:05.742 PM,-13.681467,VDC
12,2026-07-27 3:39:06.190 PM,-13.764674,VDC
13,2026-07-27 3:39:06.636 PM,-13.794455,VDC
14,2026-07-27 3:39:07.082 PM,-13.781202,VDC
15,2026-07-27 3:39:07.514 PM,-13.798019,VDC
16,2026-07-27 3:39:08.041 PM,-5.1834178,VDC
17,2026-07-27 3:39:08.553 PM,-13.441201,VDC
18,2026-07-27 3:39:09.000 PM,-13.685073,VDC
19,2026-07-27 3:39:09.446 PM,-13.770351,VDC
20,2026-07-27 3:39:09.893 PM,-13.803397,VDC
21,2026-07-27 3:39:10.340 PM,-13.792822,VDC
22,2026-07-27 3:39:10.801 PM,-13.770799,VDC
23,2026-07-27 3:39:11.249 PM,-13.736643,VDC
24,2026-07-27 3:39:11.696 PM,-13.663765,VDC
25,2026-07-27 3:39:12.207 PM,-2.2212011,VDC
26,2026-07-27 3:39:12.746 PM,-0.000001406,VDC
27,2026-07-27 3:39:13.194 PM,-0.000001001,VDC
28,2026-07-27 3:39:13.645 PM,-0.000001119,VDC
29,2026-07-27 3:39:14.091 PM,-0.000001044,VDC
30,2026-07-27 3:39:14.538 PM,-0.000000618,VDC
31,2026-07-27 3:39:14.980 PM,-0.000000234,VDC
32,2026-07-27 3:39:15.413 PM,-0.00000016,VDC
33,2026-07-27 3:39:15.874 PM,0.000000011,VDC
34,2026-07-27 3:39:16.319 PM,0.000000533,VDC
35,2026-07-27 3:39:16.764 PM,0.000000597,VDC
36,2026-07-27 3:39:17.196 PM,0.000000692,VDC
37,2026-07-27 3:39:17.659 PM,0.00000082,VDC
